text,label,prediction,prediction_proba
how was she to bear the change -- it was true that her friend was going only half a mile from them but emma was aware that great must be the difference between a mrs weston only half a mile from them and a miss taylor in the house and with all her advantages natural and domestic she was now in great danger of suffering from intellectual solitude she dearly loved her father but he was no companion for her he could not meet her in conversation rational or playful,1,1,0.9755343679488425
the evil of the actual disparity in their ages and mr woodhouse had not married early was much increased by his constitution and habits for having been a valetudinarian all his life without activity of mind or body he was a much older man in ways than in years and though everywhere beloved for the friendliness of his heart and his amiable temper his talents could not have recommended him at any time,1,1,0.9425700041359366
how often we shall be going to see them and they coming to see us -- we shall be always meeting we must begin we must go and pay wedding visit very soon,1,1,0.7340548670849729
no papa nobody thought of your walking we must go in the carriage to be sure,1,1,0.8766560551604458
by the bye -- i have not wished you joy being pretty well aware of what sort of joy you must both be feeling i have been in no hurry with my congratulations but i hope it all went off tolerably well how did you all behave who cried most,1,1,0.8285623003549396
especially when one of those two is such a fanciful troublesome creature said emma playfully that is what you have in your head i know -- and what you would certainly say if my father were not by,1,1,0.706982226230896
i believe it is very true my dear indeed said mr woodhouse with a sigh i am afraid i am sometimes very fanciful and troublesome,1,1,0.9064970965794901
dear emma bears every thing so well said her father but mr knightley she is really very sorry to lose poor miss taylor and i am sure she will miss her more than she thinks for,1,1,0.9949568847731604
ever since the day -- about four years ago -- that miss taylor and i met with him in broadway lane when because it began to drizzle he darted away with so much gallantry and borrowed two umbrellas for us from farmer mitchell's i made up my mind on the subject i planned the match from that hour and when such success has blessed me in this instance dear papa you cannot think that i shall leave off match-making,1,1,0.893005918446343
with a great deal of pleasure sir at any time said mr knightley laughing and i agree with you entirely that it will be a much better thing invite him to dinner emma and help him to the best of the fish and the chicken but leave him to chuse his own wife depend upon it a man of six or seven-and-twenty can take care of himself,1,1,0.9399996352270857
it was indeed a highly prized letter mrs weston had of course formed a very favourable idea of the young man and such a pleasing attention was an irresistible proof of his great good sense and a most welcome addition to every source and every expression of congratulation which her marriage had already secured she felt herself a most fortunate woman and she had lived long enough to know how fortunate she might well be thought where the only regret was for a partial separation from friends whose friendship for her had never cooled and who could ill bear to part with her,1,1,0.9946438248784969
as she sat one morning looking forward to exactly such a close of the present day a note was brought from mrs goddard requesting in most respectful terms to be allowed to bring miss smith with her a most welcome request for miss smith was a girl of seventeen whom emma knew very well by sight and had long felt an interest in on account of her beauty a very gracious invitation was returned and the evening no longer dreaded by the fair mistress of the mansion,1,1,0.989709736471791
harriet smith was the natural daughter of somebody somebody had placed her several years back at mrs goddard's school and somebody had lately raised her from the condition of scholar to that of parlour-boarder this was all that was generally known of her history she had no visible friends but what had been acquired at highbury and was now just returned from a long visit in the country to some young ladies who had been at school there with her,1,1,0.9704754047843839
emma allowed her father to talk -- but supplied her visitors in a much more satisfactory style and on the present evening had particular pleasure in sending them away happy the happiness of miss smith was quite equal to her intentions miss woodhouse was so great a personage in highbury that the prospect of the introduction had given as much panic as pleasure but the humble grateful little girl went off with highly gratified feelings delighted with the affability with which miss woodhouse had treated her all the evening and actually shaken hands with her at last,1,1,0.9966576240058898
and when she had come away mrs martin was so very kind as to send mrs goddard a beautiful goose -- the finest goose mrs goddard had ever seen mrs goddard had dressed it on a sunday and asked all the three teachers miss nash and miss prince and miss richardson to sup with her,1,1,0.938277226642172
i have no doubt of his being a very respectable young man i know indeed that he is so and as such wish him well what do you imagine his age to be,1,1,0.8258223403477184
he was four-and-twenty the 8th of last june and my birthday is the 23rd just a fortnight and a day's difference -- which is very odd,1,1,0.6424889931127767
only four-and-twenty that is too young to settle his mother is perfectly right not to be in a hurry they seem very comfortable as they are and if she were to take any pains to marry him she would probably repent it six years hence if he could meet with a good sort of young woman in the same rank as his own with a little money it might be very desirable,1,1,0.8562931139422654
you understand the force of influence pretty well harriet but i would have you so firmly established in good society as to be independent even of hartfield and miss woodhouse i want to see you permanently well connected and to that end it will be advisable to have as few odd acquaintance as may be and therefore i say that if you should still be in this country when mr martin marries i wish you may not be drawn in by your intimacy with the sisters to be acquainted with the wife who will probably be some mere farmer's daughter without education,1,1,0.984944007605399
emma watched her through the fluctuations of this speech and saw no alarming symptoms of love the young man had been the first admirer but she trusted there was no other hold and that there would be no serious difficulty on harriet's side to oppose any friendly arrangement of her own,1,1,0.9236335334160853
mr knightley's air is so remarkably good that it is not fair to compare mr martin with him you might not see one in a hundred with gentleman so plainly written as in mr knightley but he is not the only gentleman you have been lately used to what say you to mr weston and mr elton compare mr martin with either of them compare their manner of carrying themselves of walking of speaking of being silent you must see the difference,1,1,0.978743464675629
oh yes -- there is a great difference but mr weston is almost an old man mr weston must be between forty and fifty,1,1,0.889720896356768
there is no saying indeed replied harriet rather solemnly,1,1,0.7375036343981306
i wonder he did not remember the book -- was all harriet's answer and spoken with a degree of grave displeasure which emma thought might be safely left to itself she therefore said no more for some time her next beginning was,1,1,0.941358541029294
in one respect perhaps mr elton's manners are superior to mr knightley's or mr weston's they have more gentleness they might be more safely held up as a pattern there is an openness a quickness almost a bluntness in mr weston which every body likes in him because there is so much good-humour with it -- but that would not do to be copied neither would mr knightley's downright decided commanding sort of manner though it suits him very well his figure and look and situation in life seem to allow it but if any young man were to set about copying him he would not be sufferable on the contrary i think a young man might be very safely recommended to take mr elton as a model mr elton is good-humoured cheerful obliging and gentle he seems to me to be grown particularly gentle of late i do not know whether he has any design of ingratiating himself with either of us harriet by additional softness but it strikes me that his manners are softer than they used to be if he means any thing it must be to please you did not i tell you what he said of you the other day,1,1,0.9913471063903267
i think they will neither of them do the other any good,1,1,0.5802081048965136
mr weston would undoubtedly support me if he were here for he thinks exactly as i do on the subject we were speaking of it only yesterday and agreeing how fortunate it was for emma that there should be such a girl in highbury for her to associate with mr knightley i shall not allow you to be a fair judge in this case you are so much used to live alone that you do not know the value of a companion and perhaps no man can be a good judge of the comfort a woman feels in the society of one of her own sex after being used to it all her life i can imagine your objection to harriet smith she is not the superior young woman which emma's friend ought to be but on the other hand as emma wants to see her better informed it will be an inducement to her to read more herself they will read together she means it i know,1,1,0.9960722340101578
yes said he smiling you are better placed here very fit for a wife but not at all for a governess but you were preparing yourself to be an excellent wife all the time you were at hartfield you might not give emma such a complete education as your powers would seem to promise but you were receiving a very good education from her on the very material matrimonial point of submitting your own will and doing as you were bid and if weston had asked me to recommend him a wife i should certainly have named miss taylor,1,1,0.9628209384651524
thank you there will be very little merit in making a good wife to such a man as mr weston,1,1,0.9157998354424497
i hope not that -- it is not likely no mr knightley do not foretell vexation from that quarter,1,1,0.9431421508672028
oh you would rather talk of her person than her mind would you very well i shall not attempt to deny emma's being pretty,1,1,0.9287105533126788
such an eye -- the true hazle eye -- and so brilliant regular features open countenance with a complexion oh what a bloom of full health and such a pretty height and size such a firm and upright figure there is health not merely in her bloom but in her air her head her glance one hears sometimes of a child being the picture of health ' now emma always gives me the idea of being the complete picture of grown-up health she is loveliness itself mr knightley is not she,1,1,0.8184920981951893
exactly so that is what principally strikes me so much superadded decision of character skilful has been the hand,1,1,0.62536486277581
harriet was on the point of leaving the room and only stopt to say with a very interesting naivete,1,1,0.8146044996318652
exactly so -- the shape of the eye and the lines about the mouth -- i have not a doubt of your success pray pray attempt it as you will do it it will indeed to use your own words be an exquisite possession,1,0,0.3903416640790197
but i am afraid mr elton harriet will not like to sit she thinks so little of her own beauty did not you observe her manner of answering me how completely it meant why should my picture be drawn ',1,1,0.9689084144246131
mr elton seemed very properly struck and delighted by the idea and was repeating no husbands and wives in the case at present indeed as you observe exactly so no husbands and wives with so interesting a consciousness that emma began to consider whether she had not better leave them together at once but as she wanted to be drawing the declaration must wait a little longer,1,1,0.9633241785973011
harriet was to sit again the next day and mr elton just as he ought entreated for the permission of attending and reading to them again,1,1,0.9027316150635865
emma knew that she had but would not own it and mr elton warmly added,1,1,0.9872245662731708
upon my word she cried the young man is determined not to lose any thing for want of asking he will connect himself well if he can,1,1,0.6362631039470142
yes indeed a very good letter replied emma rather slowly -- so good a letter harriet that every thing considered i think one of his sisters must have helped him i can hardly imagine the young man whom i saw talking with you the other day could express himself so well if left quite to his own powers and yet it is not the style of a woman no certainly it is too strong and concise not diffuse enough for a woman no doubt he is a sensible man and i suppose may have a natural talent for -- thinks strongly and clearly -- and when he takes a pen in hand his thoughts naturally find proper words it is so with some men yes i understand the sort of mind vigorous decided with sentiments to a certain point not coarse a better written letter harriet returning it than i had expected,1,1,0.9604767728026065
oh no no the letter had much better be all your own you will express yourself very properly i am sure there is no danger of your not being intelligible which is the first thing your meaning must be unequivocal no doubts or demurs and such expressions of gratitude and concern for the pain you are inflicting as propriety requires will present themselves unbidden to your mind i am persuaded you need not be prompted to write with the appearance of sorrow for his disappointment,1,1,0.9687130220325314
ought to refuse him my dear harriet what do you mean are you in any doubt as to that i thought -- but i beg your pardon perhaps i have been under a mistake i certainly have been misunderstanding you if you feel in doubt as to the purport of your answer i had imagined you were consulting me only as to the wording of it,1,1,0.7880313448399182
you mean to return a favourable answer i collect,1,1,0.5958209363610568
i shall not give you any advice harriet i will have nothing to do with it this is a point which you must settle with your feelings,1,1,0.8940292183690755
i had no notion that he liked me so very much said harriet contemplating the letter for a little while emma persevered in her silence but beginning to apprehend the bewitching flattery of that letter might be too powerful she thought it best to say,1,1,0.9366144515363726
oh no i am sure you are a great deal too kind to -- but if you would just advise me what i had best do -- no no i do not mean that -- as you say one's mind ought to be quite made up -- one should not be hesitating -- it is a very serious thing -- it will be safer to say no ' perhaps -- do you think i had better say no ',1,1,0.7985668297929317
not for the world said emma smiling graciously would i advise you either way you must be the best judge of your own happiness if you prefer mr martin to every other person if you think him the most agreeable man you have ever been in company with why should you hesitate you blush harriet -- does any body else occur to you at this moment under such a definition harriet harriet do not deceive yourself do not be run away with by gratitude and compassion at this moment whom are you thinking of,1,1,0.9842815489336125
miss woodhouse as you will not give me your opinion i must do as well as i can by myself and i have now quite determined and really almost made up my mind -- to refuse mr martin do you think i am right,1,1,0.9559597268659906
harriet had not surmised her own danger but the idea of it struck her forcibly,1,1,0.8776841869873816
indeed harriet it would have been a severe pang to lose you but it must have been you would have thrown yourself out of all good society i must have given you up,1,1,0.8799708965451714
dear me -- how should i ever have borne it it would have killed me never to come to hartfield any more,1,1,0.7439642007405961
i do not think he is conceited either in general said harriet her conscience opposing such censure at least he is very good natured and i shall always feel much obliged to him and have a great regard for -- but that is quite a different thing from -- and you know though he may like me it does not follow that i should -- and certainly i must confess that since my visiting here i have seen people -- and if one comes to compare them person and manners there is no comparison at all one is so very handsome and agreeable however i do really think mr martin a very amiable young man and have a great opinion of him and his being so much attached to me -- and his writing such a letter -- but as to leaving you it is what i would not do upon any consideration,1,1,0.9880038383826856
thank you thank you my own sweet little friend we will not be parted a woman is not to marry a man merely because she is asked or because he is attached to her and can write a tolerable letter,1,1,0.7664255651344638
emma felt the bad taste of her friend but let it pass with a very true and it would be a small consolation to her for the clownish manner which might be offending her every hour of the day to know that her husband could write a good letter,1,1,0.9529988893685511
i shall never be invited to abbey-mill again was said in rather a sorrowful tone,1,1,0.7500902142227537
has he so -- then i know nothing of mr elton no my dear little modest harriet depend upon it the picture will not be in bond-street till just before he mounts his horse to-morrow it is his companion all this evening his solace his delight it opens his designs to his family it introduces you among them it diffuses through the party those pleasantest feelings of our nature eager curiosity and warm prepossession how cheerful how animated how suspicious how busy their imaginations all are,1,1,0.9299010942859679
