text,label,prediction,prediction_proba
she was the youngest of the two daughters of a most affectionate indulgent father and had in consequence of her sister's marriage been mistress of his house from a very early period her mother had died too long ago for her to have more than an indistinct remembrance of her caresses and her place had been supplied by an excellent woman as governess who had fallen little short of a mother in affection,1,1,0.9588690266013714
sorrow came -- a gentle sorrow -- but not at all in the shape of any disagreeable consciousness -- miss taylor married it was miss taylor's loss which first brought grief it was on the wedding-day of this beloved friend that emma first sat in mournful thought of any continuance the wedding over and the bride-people gone her father and herself were left to dine together with no prospect of a third to cheer a long evening her father composed himself to sleep after dinner as usual and she had then only to sit and think of what she had lost,1,1,0.9681977186599992
her sister though comparatively but little removed by matrimony being settled in london only sixteen miles off was much beyond her daily reach and many a long october and november evening must be struggled through at hartfield before christmas brought the next visit from isabella and her husband and their little children to fill the house and give her pleasant society again,1,1,0.9802641681953737
a house of her own -- but where is the advantage of a house of her own this is three times as large -- and you have never any odd humours my dear,1,1,0.7909355732801374
i am very glad i did think of her it was very lucky for i would not have had poor james think himself slighted upon any account and i am sure she will make a very good servant she is a civil pretty-spoken girl i have a great opinion of her whenever i see her she always curtseys and asks me how i do in a very pretty manner and when you have had her here to do needlework i observe she always turns the lock of the door the right way and never bangs it i am sure she will be an excellent servant and it will be a great comfort to poor miss taylor to have somebody about her that she is used to see whenever james goes over to see his daughter you know she will be hearing of us he will be able to tell her how we all are,1,1,0.9811290092831891
captain weston who had been considered especially by the churchills as making such an amazing match was proved to have much the worst of the bargain for when his wife died after a three years' marriage he was rather a poorer man than at first and with a child to maintain from the expense of the child however he was soon relieved the boy had with the additional softening claim of a lingering illness of his mother's been the means of a sort of reconciliation and mr and mrs churchill having no children of their own nor any other young creature of equal kindred to care for offered to take the whole charge of the little frank soon after her decease some scruples and some reluctance the widower-father may be supposed to have felt but as they were overcome by other considerations the child was given up to the care and the wealth of the churchills and he had only his own comfort to seek and his own situation to improve as he could,1,1,0.9854934475461709
it was now some time since miss taylor had begun to influence his schemes but as it was not the tyrannic influence of youth on youth it had not shaken his determination of never settling till he could purchase randalls and the sale of randalls was long looked forward to but he had gone steadily on with these objects in view till they were accomplished he had made his fortune bought his house and obtained his wife and was beginning a new period of existence with every probability of greater happiness than in any yet passed through he had never been an unhappy man his own temper had secured him from that even in his first marriage but his second must shew him how delightful a well-judging and truly amiable woman could be and must give him the pleasantest proof of its being a great deal better to choose than to be chosen to excite gratitude than to feel it,1,1,0.9754856798123284
she knew that at times she must be missed and could not think without pain of emma's losing a single pleasure or suffering an hour's ennui from the want of her companionableness but dear emma was of no feeble character she was more equal to her situation than most girls would have been and had sense and energy and spirits that might be hoped would bear her well and happily through its little difficulties and privations and then there was such comfort in the very easy distance of randalls from hartfield so convenient for even solitary female walking and in mr weston's disposition and circumstances which would make the approaching season no hindrance to their spending half the evenings in the week together,1,1,0.9965987623841485
after these came a second set among the most come-at-able of whom were mrs and miss bates and mrs goddard three ladies almost always at the service of an invitation from hartfield and who were fetched and carried home so often that mr woodhouse thought it no hardship for either james or the horses had it taken place only once a year it would have been a grievance,1,1,0.9909261345676492
harriet smith's intimacy at hartfield was soon a settled thing quick and decided in her ways emma lost no time in inviting encouraging and telling her to come very often and as their acquaintance increased so did their satisfaction in each other as a walking companion emma had very early foreseen how useful she might find her in that respect mrs weston's loss had been important her father never went beyond the shrubbery where two divisions of the ground sufficed him for his long walk or his short as the year varied and since mrs weston's marriage her exercise had been too much confined she had ventured once alone to randalls but it was not pleasant and a harriet smith therefore one whom she could summon at any time to a walk would be a valuable addition to her privileges but in every respect as she saw more of her she approved her and was confirmed in all her kind designs,1,1,0.999413843508926
