text,label,prediction,prediction_proba
sixteen years had miss taylor been in mr woodhouse's family less as a governess than a friend very fond of both daughters but particularly of emma between them it was more the intimacy of sisters even before miss taylor had ceased to hold the nominal office of governess the mildness of her temper had hardly allowed her to impose any restraint and the shadow of authority being now long passed away they had been living together as friend and friend very mutually attached and emma doing just what she liked highly esteeming miss taylor's judgment but directed chiefly by her own,1,1,0.9949271908495187
my dear how am i to get so far randalls is such a distance i could not walk half so far,1,1,0.7592313066260157
well that is quite surprising for we have had a vast deal of rain here it rained dreadfully hard for half an hour while we were at breakfast i wanted them to put off the wedding,1,1,0.611692540263575
well said emma willing to let it pass -- you want to hear about the wedding and i shall be happy to tell you for we all behaved charmingly every body was punctual every body in their best looks not a tear and hardly a long face to be seen oh no we all felt that we were going to be only half a mile apart and were sure of meeting every day,1,1,0.7418949182158217
and you have forgotten one matter of joy to me said emma and a very considerable one -- that i made the match myself i made the match you know four years ago and to have it take place and be proved in the right when so many people said mr weston would never marry again may comfort me for any thing,1,1,0.9384330818285648
mr knightley shook his head at her her father fondly replied ah my dear i wish you would not make matches and foretell things for whatever you say always comes to pass pray do not make any more matches,1,1,0.8075435243204105
and have you never known the pleasure and triumph of a lucky guess -- i pity you -- i thought you cleverer -- for depend upon it a lucky guess is never merely luck there is always some talent in it and as to my poor word success ' which you quarrel with i do not know that i am so entirely without any claim to it you have drawn two pretty pictures but i think there may be a third -- a something between the do-nothing and the do-all if i had not promoted mr weston's visits here and given many little encouragements and smoothed many little matters it might not have come to any thing after all i think you must know hartfield enough to comprehend that,1,1,0.9533076090374281
only one more papa only for mr elton poor mr elton you like mr elton papa -- i must look about for a wife for him there is nobody in highbury who deserves him -- and he has been here a whole year and has fitted up his house so comfortably that it would be a shame to have him single any longer -- and i thought when he was joining their hands to-day he looked so very much as if he would like to have the same kind office done for him i think very well of mr elton and this is the only way i have of doing him a service,1,1,0.9732504220129896
mr elton is a very pretty young man to be sure and a very good young man and i have a great regard for him but if you want to shew him any attention my dear ask him to come and dine with us some day that will be a much better thing i dare say mr knightley will be so kind as to meet him,1,1,0.9689386704145202
a complete change of life became desirable he quitted the militia and engaged in trade having brothers already established in a good way in london which afforded him a favourable opening it was a concern which brought just employment enough he had still a small house in highbury where most of his leisure days were spent and between useful occupation and the pleasures of society the next eighteen or twenty years of his life passed cheerfully away he had by that time realised an easy competence -- enough to secure the purchase of a little estate adjoining highbury which he had always longed for -- enough to marry a woman as portionless even as miss taylor and to live according to the wishes of his own friendly and social disposition,1,1,0.9782501414327996
mr frank churchill was one of the boasts of highbury and a lively curiosity to see him prevailed though the compliment was so little returned that he had never been there in his life his coming to visit his father had been often talked of but never achieved,1,1,0.9778235597642462
