text,label,prediction,prediction_proba
emma woodhouse handsome clever and rich with a comfortable home and happy disposition seemed to unite some of the best blessings of existence and had lived nearly twenty-one years in the world with very little to distress or vex her,1,1,0.953171014662616
the event had every promise of happiness for her friend mr weston was a man of unexceptionable character easy fortune suitable age and pleasant manners and there was some satisfaction in considering with what self-denying generous friendship she had always wished and promoted the match but it was a black morning's work for her the want of miss taylor would be felt every hour of every day she recalled her past kindness -- the kindness the affection of sixteen years -- how she had taught and how she had played with her from five years old -- how she had devoted all her powers to attach and amuse her in health -- and how nursed her through the various illnesses of childhood a large debt of gratitude was owing here but the intercourse of the last seven years the equal footing and perfect unreserve which had soon followed isabella's marriage on their being left to each other was yet a dearer tenderer recollection she had been a friend and companion such as few possessed intelligent well-informed useful gentle knowing all the ways of the family interested in all its concerns and peculiarly interested in herself in every pleasure every scheme of hers -- one to whom she could speak every thought as it arose and who had such an affection for her as could never find fault,1,1,0.9971557308564751
poor miss taylor -- i wish she were here again what a pity it is that mr weston ever thought of her,1,1,0.9786756999655624
i cannot agree with you papa you know i cannot mr weston is such a good-humoured pleasant excellent man that he thoroughly deserves a good wife -- and you would not have had miss taylor live with us for ever and bear all my odd humours when she might have a house of her own,1,1,0.9736945166687138
they are to be put into mr weston's stable papa you know we have settled all that already we talked it all over with mr weston last night and as for james you may be very sure he will always like going to randalls because of his daughter's being housemaid there i only doubt whether he will ever take us anywhere else that was your doing papa you got hannah that good place nobody thought of hannah till you mentioned her -- james is so obliged to you,1,1,0.9572592282129682
mr knightley a sensible man about seven or eight-and-thirty was not only a very old and intimate friend of the family but particularly connected with it as the elder brother of isabella's husband he lived about a mile from highbury was a frequent visitor and always welcome and at this time more welcome than usual as coming directly from their mutual connexions in london he had returned to a late dinner after some days' absence and now walked up to hartfield to say that all were well in brunswick square it was a happy circumstance and animated mr woodhouse for some time mr knightley had a cheerful manner which always did him good and his many inquiries after poor isabella and her children were answered most satisfactorily when this was over mr woodhouse gratefully observed it is very kind of you mr knightley to come out at this late hour to call upon us i am afraid you must have had a shocking walk,1,1,0.9968519146109591
but you must have found it very damp and dirty i wish you may not catch cold,1,1,0.5526211914456157
poor mr and miss woodhouse if you please but i cannot possibly say poor miss taylor ' i have a great regard for you and emma but when it comes to the question of dependence or independence -- at any rate it must be better to have only one to please than two,1,1,0.9743348490728081
my dearest papa you do not think i could mean you or suppose mr knightley to mean you what a horrible idea oh no i meant only myself mr knightley loves to find fault with me you know -- in a joke -- it is all a joke we always say what we like to one another,1,1,0.7897378298919687
mr knightley in fact was one of the few people who could see faults in emma woodhouse and the only one who ever told her of them and though this was not particularly agreeable to emma herself she knew it would be so much less so to her father that she would not have him really suspect such a circumstance as her not being thought perfect by every body,1,1,0.9952440853221336
emma turned away her head divided between tears and smiles it is impossible that emma should not miss such a companion said mr knightley we should not like her so well as we do sir if we could suppose it but she knows how much the marriage is to miss taylor's advantage she knows how very acceptable it must be at miss taylor's time of life to be settled in a home of her own and how important to her to be secure of a comfortable provision and therefore cannot allow herself to feel so much pain as pleasure every friend of miss taylor must be glad to have her so happily married,1,1,0.9972197058487503
i promise you to make none for myself papa but i must indeed for other people it is the greatest amusement in the world and after such success you know -- every body said that mr weston would never marry again oh dear no mr weston who had been a widower so long and who seemed so perfectly comfortable without a wife so constantly occupied either in his business in town or among his friends here always acceptable wherever he went always cheerful -- mr weston need not spend a single evening in the year alone if he did not like it oh no mr weston certainly would never marry again some people even talked of a promise to his wife on her deathbed and others of the son and the uncle not letting him all manner of solemn nonsense was talked on the subject but i believed none of it,1,1,0.9891487149312596
a straightforward open-hearted man like weston and a rational unaffected woman like miss taylor may be safely left to manage their own concerns you are more likely to have done harm to yourself than good to them by interference,1,1,0.9369433058171357
emma never thinks of herself if she can do good to others rejoined mr woodhouse understanding but in part but my dear pray do not make any more matches they are silly things and break up one's family circle grievously,1,1,0.9187616872637536
mr weston was a native of highbury and born of a respectable family which for the last two or three generations had been rising into gentility and property he had received a good education but on succeeding early in life to a small independence had become indisposed for any of the more homely pursuits in which his brothers were engaged and had satisfied an active cheerful mind and social temper by entering into the militia of his county then embodied,1,1,0.9115192583287753
captain weston was a general favourite and when the chances of his military life had introduced him to miss churchill of a great yorkshire family and miss churchill fell in love with him nobody was surprized except her brother and his wife who had never seen him and who were full of pride and importance which the connexion would offend,1,1,0.9797891392891747
he had only himself to please in his choice his fortune was his own for as to frank it was more than being tacitly brought up as his uncle's heir it had become so avowed an adoption as to have him assume the name of churchill on coming of age it was most unlikely therefore that he should ever want his father's assistance his father had no apprehension of it the aunt was a capricious woman and governed her husband entirely but it was not in mr weston's nature to imagine that any caprice could be strong enough to affect one so dear and as he believed so deservedly dear he saw his son every year in london and was proud of him and his fond report of him as a very fine young man had made highbury feel a sort of pride in him too he was looked on as sufficiently belonging to the place to make his merits and prospects a kind of common concern,1,1,0.9781954953591776
such another small basin of thin gruel as his own was all that he could with thorough self-approbation recommend though he might constrain himself while the ladies were comfortably clearing the nicer things to say,1,1,0.8325340528176695
oh yes -- that is no -- i do not know -- but i believe he has read a good deal -- but not what you would think any thing of he reads the agricultural reports and some other books that lay in one of the window seats -- but he reads all them to himself but sometimes of an evening before we went to cards he would read something aloud out of the elegant extracts very entertaining and i know he has read the vicar of wakefield he never read the romance of the forest nor the children of the abbey he had never heard of such books before i mentioned them but he is determined to get them now as soon as ever he can,1,1,0.653099566617042
that may be and i may have seen him fifty times but without having any idea of his name a young farmer whether on horseback or on foot is the very last sort of person to raise my curiosity the yeomanry are precisely the order of people with whom i feel i can have nothing to do a degree or two lower and a creditable appearance might interest me i might hope to be useful to their families in some way or other but a farmer can need none of my help and is therefore in one sense as much above my notice as in every other he is below it,1,1,0.7517487019726958
to be sure oh yes it is not likely you should ever have observed him but he knows you very well indeed -- i mean by sight,1,1,0.7932985597852704
six years hence dear miss woodhouse he would be thirty years old,1,1,0.8039235335767472
to be sure so it is but they live very comfortably they have no indoors man else they do not want for any thing and mrs martin talks of taking a boy another year,1,1,0.8598521784588133
